CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_exchange;Stock Exchange;Bourse;Börse;;La Bolsa;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_exchange_desc;Stock Exchange;Bourse;Börse;;La Bolsa;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_exchanges;Stock Exchanges;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_exchanges_desc;The issuing of stocks as proof of ownership in companies has led to an entire industry based on the speculation of these companies' worth.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_market_crash;Economic Turmoil in the Markets;Krach boursier;Börsencrash;;El hundimiento de la bolsa;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stock_market_crash_desc;Our country is feeling the effects of a stock market crash.;Notre pays ressent les effets d'un krach boursier.;Unser Land leidet unter den Auswirkungen eines Börsencrashs.;;Nuestro país está sufriendo los efectos del hundimiento de la bolsa.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_poland_lithuania_desc;The Poland-Lithuanian union is at an end. We must put aside our dreams of greatness and return to our roots as Poland itself.;;;;;;;;;;;;x,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_poland_lithuania_title;End the Commonwealth;;;;;;;;;;;;x,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stormtrooper_training;Stormtrooper Training;Constitution de troupes d'assaut;Sturmtruppenausbildung;;Instruc. tropas asalto;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stormtrooper_training_desc;This was a technique of using special units to press a gap in the line and cut off trenches behind this new line. Units used were especially trained for the task.;Cette technique consistait à utiliser des unités spécialisées pour s'infiltrer dans les brèches et isoler les lignes ennemies avancées. Ces unités étaient spécialement formées à cette mission.;Diese Taktik baute auf Sondereinheiten, Lücken in den feindlichen Linien zu schaffen und die Schützengräben von den feindlichen Truppen zu erobern. Für diese Aufgabe wurden Einheiten speziell ausgebildet.;;Se trataba de una técnica que usaba unidades especiales para forzar una brecha en la línea y aislar a las trincheras tras esa nueva línea. Las unidades utilizadas eran entrenadas especialmente para dicha tarea.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stout;Stout;Solide;Beherzt;;Tenaz;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stouthearted;Stouthearted;Intrépide;Beherzt;;Inamovible;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strange;Strange;Étrange;Merkwürdig;;Raro;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategic_bomber;Strategic Bomber;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategic_destruction_doctrine;Strategic Destruction Doctrine;Doctrine de destruction stratégique;Strategische Vernichtungsdoktrin;;Doctrina de la destrucción estratégica;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategic_destruction_doctrine_desc;Strategic destruction called for airpower to focus on the bombing of enemy cities and factories, in order to not only destroy the enemy's ability to produce the weaponry of war, but also to break the will of the enemy populace, thus leading to increased pressure on the enemy government to surrender.;La destruction stratégique impliquait que la puissance aérienne se concentre sur le bombardement des villes ennemies et de ses usines, afin de non seulement détruire la capacité adverse à produire les armes de guerre, mais aussi pour briser la volonté de son peuple, ce qui entraînait une pression accrue sur les gouvernements ennemis pour qu'ils se rendent. ;Die strategische Vernichtungsdoktrin forderte die Fokussierung der Luftwaffe auf die Bombardierung feindlicher Städte und Fabriken, um nicht nur die feindliche Produktionsfähigkeit von Kriegswaffen zu zerstören, sondern auch um den Willen der feindlichen Bevölkerung zu brechen. Das Ziel dieser Doktrin war, steigenden Druck auf die feindliche Regierung auszuüben und deren Kapitulation zu erzwingen.;;La doctrina de la destrucción estratégica propugna el uso de la fuerza aérea para bombardear las ciudades y fábricas enemigas, a fin de destruir la capacidad del enemigo para producir armas de guerra, acabar con la voluntad combativa de su población y obligar a su gobierno a rendirse.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategic_mobility;Strategic Mobility;Mobilité stratégique;Strategische Mobilität;;Movilidad estratégica;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategic_mobility_desc;Strategic Mobility;Mobilité stratégique;Strategische Mobilität;;Movilidad estratégica;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stratofortress;Stratofortress;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strd_internet;The Internet;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strict_regulations;Decent Work Safety;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strict_regulations_desc;Work safety regulations are strong though not perfect. The employee will get a fair compensation for an injury or death caused most of the time.;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strict_regulations_l;Decent Work Safety;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strike_solution;Strike Solution;Une solution à la grève;Streiklösung;;La solución de la huelga;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strip_mine;Strip Mining;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strip_mine_desc;Strip mining has been developed in the province.;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submarine;Submarine;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submarine_base;Underground Submarine Base;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submarine_launched_ballistic_missile;Submarine-launched ballistic missile;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submarine_short;Sub;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submarines;Submarines;Sous-marins;U-Boote;;Submarinos;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submarines_desc;Submarines are small boats equipped with torpedoes and a gun. They are submergible, but to attack they still have to go to the surface.;Les sous-marins sont de petits bâtiments équipés de torpilles et d'un canon. Ils sont submersibles, mais doivent faire surface pour attaquer.;U-Boote sind mit Torpedos und einem Geschütz ausgerüstete Kleinschiffe. Sie können abtauchen, müssen zum Abgriff aber auftauchen.;;Los submarinos son pequeñas naves equipadas con torpedos y un cañón. Son sumergibles, pero todavía tienen que subir a la superficie para atacar.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subsidised_higher_education;Competent Public Schools;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subsidised_higher_education_desc;Public schools receive enough funding to be decent at what they do however it is better to go to a private school if you want good education.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subsidised_higher_education_l;Competent Public Schools;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
successful_industrialist;Successful Industrialist;;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sucker;Sucker;Gogo;Trottel;;Chupóptero;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sudanese;Sudanese;Soudanais;Sudanesisch;;Sudanesa;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal_dividend;Suez Canal Dividend;;;;;;;;;;;;x,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal_dividend_desc;We are currently processing the receipts for ships having passed through the Suez canal.;;;;;;;;;;;;x,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal_treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal_treaty_annuity;Suez Canal Treaty Annuity;;;;;;;;;;;;x,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal_treaty_annuity_desc;We are currently processing the payments from the Suez Canal Treaty.;;;;;;;;;;;;x,;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal_treaty_desc;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar;Sugar;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar_RGO_SIZE;Sugar plantation size;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar_beet_refinery;Sugar Refinery;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar_beet_refinery_desc;The process of refining sugar beets into raw sugar has rapidly expanded the industry.;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar_refineries;Sugar Refineries;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar_refineries_desc;The refining of raw sugar has become a large industry, and we now possess the means to build refineries that can produce it.;;;;;;;;;;;;x,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sukuma;Sukuma;Sukuma;Sukumisch;;Sukuma;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulphur;Sulphur;Soufre;Schwefel;;Azufre;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulphur_RGO_SIZE;Sulphur mine size;Taille de la mine de soufre;Schwefelmine-Größe;;Tamaño de la mina de azufre;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulu_protectorate_desc;The Sultanate of Sulu has held close ties with Spain for many years, and now the possibility of peacefully establishing a protectorate over this country in the East Indies has arisen.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulu_protectorate_title;Establish Protectorate Over Sulu;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunday_schools;Sunday Schools;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunday_schools_desc;The involvement of religious institutions in education, in particular the weekly 'Sunday School' employed by some churches to educate children on religious matters, has increased the country's early education efficiency.;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunni;Sunni Muslim;Sunnites;Sunnitisch;;Sunní;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunni_arab;Sunni Arab;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supercarrier_battle_group;Supercarrier Battle Group Strategy;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supercarriers;Supercarriers;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supercomputers;Supercomputer Architecture;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
superior_crew_thesis;Superior Crew Thesis;Thèse de la supériorité de l'équipage;Überlegene Besatzungsthese;;Tesis tripul. superior;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
superior_crew_thesis_desc;This was grounded in naval variants of Clausewitzian theory and it was later combined with elements written by Corbett. The basic idea was that the organization and training of the crew  would break the back of the enemy and defeat her. ;Fondée sur la version navale des théories de Clausewitz, elle intégra ensuite des éléments tirés des écrits de Corbett. L'idée était que l'organisation et l'entraînement de l'équipage briseraient l'ennemi et entraîneraient sa défaite. ;Diese These begründete sich auf Marinevarianten der clausewitzschen Theorie und wurde später mit von Corbett geschriebenen Elementen kombiniert. Die grundlegende Idee war, dass die Organisation und Ausbildung der Besatzung den Feind brechen und in die Knie zwingen würde.;;Se fundamentaba en las variantes navales de la teoría clausewitziana, y se combinó después con elementos de Corbett. La idea básica era que la organización y la preparación de la tripulación rompería la retaguardia del enemigo y lo derrotaría. ;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
superior_firepower_doctrine;Superior Firepower Doctrine;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
superior_firepower_doctrine_desc;As our weapons continue to advance in strength and the ability to inflict damage, so too must our ability to take those changes into account. We must develop new doctines of warfare to compensate not only for our superior firepower, but for that of other nations.;;;;;;;;;;;;x,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
superior_mobility_doctrine;Superior Mobility Doctrine;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
superior_mobility_doctrine_desc;No longer are armies reliant on horses to provide greater mobility. The invention of tanks and motorized infantry means an army's ability to outflank the enemy has greatly increased. Warfare is about to be changed forever.;;;;;;;;;;;;x,,,,,,,;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
support_biesterfelds_desc;The childless death of Woldemar, prince of Lippe-Detmold, in 1895, marked the beginning of a two decade long dispute between two branches of the house of Lippe, the Schaumburgs and the Biesterfelds. By willing the principality to either side, we can prevent the issue from ever arising.;La mort sans enfant de Woldemar, prince de Lippe-Detmold, en 1895, marqua le début d'un conflit long de deux décennies entre deux branches de la Maison de Lippe, les Schaumbourg et les Biesterfeld. En léguant la principauté à l'un des deux camps, nous éviterons une escalade du problème.;Nachdem der Prinz von Lippe-Detmold im Jahr 1895 kinderlos gestorben war, begann ein zwei Jahrzehnte dauernden Disput zwischen den beiden Zweigen des Hauses Lippe, den Schaumburgs und den Biesterfelds. Wenn wir einer der beiden Seiten das Fürstentum gewähren, können wir verhindern, dass dieses Problem jemals aufkommt.;;La muerte sin descendencia en 1895 de Woldemar, príncipe de Lippe-Detmold, marcó el inicio de una disputa que duraría dos décadas entre las dos ramas de la casa de Lippe, los Schaumburg y los Biesterfeld. Si apoyamos a alguna facción del principado podemos evitar que el problema llegue a producirse.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
support_biesterfelds_title;Support The Lippe-Biesterfelds;Soutien des Lippe-Biesterfeld;Unterstützt die Lippe-Biesterfelds;;Apoyo a los Lippe-Biesterfeld;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
support_boxers_desc;The Righteous Society of Harmonious fists has established a presence in a few of the provinces where the Foreigners have made incursions on our great nation. Support the movement, and let us hope that they can end the European influence on China.;Les Poings de la justice et de la concorde se sont implantés dans quelques provinces de notre grande nation où les étrangers ont effectué des incursions. Soutenons le mouvement en espérant qu'il parviendra à mettre fin à l'influence européenne en Chine.;Die in Rechtschaffenheit vereinigten Faustkämpfer haben sich in einigen Provinzen etabliert, in denen Ausländer in unserer großen Nation ihr Unwesen treiben. Unterstützt die Bewegung und hofft, dass sie uns vom europäischen Einfluss in China befreit.;;La 'Sociedad de los puños honrados y armoniosos' se ha asentado en algunas de las provincias de nuestra gran nación en las que los extranjeros habían realizado incursiones. Apoya el movimiento, danos la esperanza de acabar con la influencia europea en China.;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
support_boxers_title;Support Boxers!;Vive les Boxeurs !;Unterstützt die Boxer!;;¡Apoyo para los Bóxers!;;;;;;;;;x;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
